partition_dt;okrug_mt;province_mt;locality_mt;merchant_city_nm;merchant_id;merchant_nm;terminal_id;geocode_quality_mt;region_denormalized_mt;settlement_denormalized_mt;street_address_denormalized_mt;latitude_mt;longitude_mt;okrug_stl;province_stl;area_mt;area_stl;locality_stl;district_mt;street_mt;house_mt;level_mt;full_addr_clear_hash;cluster_key;cluster_full_addr_clear_hash;fias_houseguid;fias_aoguid;fias_level;inn_mt;chain_mt;company_mt;internet_flag;sbrf_net;mcc_code;mcc_name;mcc_cat;mcc_supercat;terminal_type;kpp;manual_flg;store_format;count_trans;amount_rur;avg_cheque;locality;latitude;longitude;distance;point_type
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;260000112650;OOO TDM STAKH 2323A;10883319;1;Кемеровская область;Кемерово;ул Стахановская, 23/23а;55.518688;86.099019;"";"";Кемеровский городской округ;"";"";"";Стахановская улица;23;house;f60cbbe1e46710ea79493bf80366cfa9;9442f0a427bac23ae6c158623a38e976;"";"";b5f28185-2593-42e4-a7e6-f51e6baa0f0b;streetcode;4205198870;НЕ БРЕНД;ООО ТДМ СТАХ 2323А;N;Y;5499;Разные продуктовые магазины и рынки;Разные продуктовые магазины;Супермаркеты и продуктовые магазины;POS;420501001;N;"";643;179911.3400000000;279.7999066874;Кемерово;55.354727;86.088374;18249.134023584465000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;0488199747;IP TOKMENINOV A.YU.;J199747;1;NULLVALUE;NULLVALUE;650903, KEMEROVO, STAKHANOVSKAYA 19;55.51854;86.096432;"";"";Кемеровский городской округ;"";"";"";Стахановская улица;19;house;9ad30eb6f513a41003e8626244c6da58;50ab9dd8a539b6f2e189f5bf8c3c7a5c;"";5ecb7152-a9e1-44ae-8251-d9ed1ef1dbee;b5f28185-2593-42e4-a7e6-f51e6baa0f0b;housecode;NULLVALUE;НЕ БРЕНД;NULLVALUE;N;N;5533;Магазины автозапчастей;Продажа и обслуживание личного транспорта;Личный транспорт;"";"";Y;NULLVALUE;134;57654.0000000000;430.2537313433;Кемерово;55.354727;86.088374;18227.399848705710000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;0488206877;IP NEPSHA P.P.;J206877;1;NULLVALUE;NULLVALUE;650903, KEMEROVO, STAKHANOVSKAYA 8;55.517898;86.103071;"";"";Кемеровский городской округ;"";"";"";Стахановская улица;8;house;a7c16c9f5e94ac03e1b89aab4de52705;262ff00cada91b8893ceaff7e029a677;"";95e3881d-eff5-459a-b9bf-534db10540f4;b5f28185-2593-42e4-a7e6-f51e6baa0f0b;housecode;NULLVALUE;НЕ БРЕНД;NULLVALUE;N;N;5411;Супермаркеты и продуктовые магазины;Супермаркеты и продукты;Супермаркеты и продуктовые магазины;"";"";Y;NULLVALUE;1025;197840.7500000000;193.0153658537;Кемерово;55.354727;86.088374;18172.578402282074000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000023567;NADINE;21915531;1;Кемеровская область;Кемерово;ул Стахановская,  Дом 8А;55.517867;86.101589;"";"";Кемеровский городской округ;"";"";"";Стахановская улица;8А;house;ebc66a0f5b1d6e42c038ba50301a99ed;a72ae33e0377e5ac2a61a8ba2928e3b1;"";8df6a25a-f852-4758-8013-ac74e5bac82e;b5f28185-2593-42e4-a7e6-f51e6baa0f0b;housecode;420540900000;НЕ БРЕНД;NADINE;N;Y;5661;Обувные магазины;Обувь;Одежда, обувь и аксессуары;POS;"";N;"";6;15370.0000000000;2561.6666666667;Кемерово;55.354727;86.088374;18164.601740207350000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000001131;TABAK;20082975;1;Кемеровская область;Кемерово;ул Стахановская, Дом 6Б;55.517923;86.098633;"";"";Кемеровский городской округ;"";"";"";Стахановская улица;6;house;7d8168f4c1ccfe9ad3e9a290204a0971;32adf1f081da82543caefc9a26fa2c3a;"";f04ed88d-1d61-4d92-ac8d-27ac2bbb629e;b5f28185-2593-42e4-a7e6-f51e6baa0f0b;housecode;420511546001;НЕ БРЕНД;ТАБАК;N;Y;5499;Разные продуктовые магазины и рынки;Разные продуктовые магазины;Супермаркеты и продуктовые магазины;POS;"";N;"";2430;777954.0000000000;320.1456790123;Кемерово;55.354727;86.088374;18163.219695041797000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;0049216350;UK MEGAPOLIS;J216350;1;NULLVALUE;NULLVALUE;650903, KEMEROVO, PER.STAHANOVSKIY,1;55.517342;86.102631;"";"";Кемеровский городской округ;"";"";"";Стахановский переулок;1;house;c1708d497f457a99ab75b61ea9a2e418;22a6bc8fadcf3be496a308ea56fee993;"";81319357-e867-453c-9a4d-e9254eff5cc8;7cc7b42d-400a-469c-956f-1f2aad65e4cc;housecode;NULLVALUE;НЕ БРЕНД;NULLVALUE;N;N;4900;Коммунальные услуги;Коммунальные услуги;Оплата счетов;"";"";Y;NULLVALUE;461;1652530.1600000000;3584.6641214751;Кемерово;55.354727;86.088374;18109.417280340473000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;260000021661;IP SHLYNKOVA;11134268;1;Кемеровская область;Кемерово;Новогодняя, ж.р. Кедро;55.51724;86.104302;"";"";Кемеровский городской округ;"";"";жилой район Кедровка;"";"";district;04bb574dc0712aab057b1ec726588989;c4dda0d0759d159996928f53cab09b1b;"";"";"";"";420525785602;НЕ БРЕНД;ИП ШЛЫНКОВА;N;Y;5999;Специализированные магазины – другие;Интернет-покупки разных товаров;Интернет-магазины;POS;"";N;"";434;107829.8000000000;248.4557603687;Кемерово;55.354727;86.088374;18103.634032579575000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;260000103305;IP STROKAN;10754180;1;Кемеровская область;Кемерово;улица Славянская, 72А;55.499051;86.197376;"";"";Кемеровский городской округ;"";"";"";Славянская улица;72;house;d638599b349c1bc490f4c5ece957b3cc;7e5bb371c978c5bc6ff2a9e977cda951;"";"";71c12f6d-4f15-4ece-bece-abd4fd50f1e6;streetcode;420800028506;НЕ БРЕНД;ИП СТРОКАНЬ;N;Y;5499;Разные продуктовые магазины и рынки;Разные продуктовые магазины;Супермаркеты и продуктовые магазины;POS;"";N;"";563;185256.0000000000;329.0515097691;Кемерово;55.354727;86.088374;17464.759709042788000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000025114;SP AZAMOV SH.A.;22056071;1;Кемеровская область;Кемерово;улица Верхняя, 1;55.507468;86.151014;"";"";Кемеровский городской округ;"";"";поселок Лапичево;Верхняя улица;1;house;be498b9ba45d29c33028266f24d37b21;6a9679b02134a0036c30b14e97068cc6;"";4a51e470-ac4f-4a5a-906f-fa1735f749a2;d4aa9d99-69a4-4784-b839-eb9f42ba7d8d;housecode;"";НЕ БРЕНД;"";N;N;5499;Разные продуктовые магазины и рынки;Разные продуктовые магазины;Супермаркеты и продуктовые магазины;"";"";N;"";13;24351.0000000000;1873.1538461538;Кемерово;55.354727;86.088374;17442.682389256675000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000022977;APOLLONIYA;21867044;1;Кемеровская область;Кемерово;ул Греческая деревня, Дом 147А;55.508065;86.113779;"";"";Кемеровский городской округ;"";"";"";улица Греческая Деревня;147А;house;e0f93a2539421e33ab897b8d51de6b14;d3769dd1eba9e324e3d031c6d1d5e81f;"";16dfe4e1-dbbf-4549-97ba-1d1ef59b3a78;55871df3-fbec-43dc-884f-bebcb3967fcc;housecode;4205149880;НЕ БРЕНД;АПОЛЛОНИЯ;N;Y;8099;Медицинские услуги – другие;Медицинские услуги;Медицина и косметика;POS;420501001;N;"";64;314130.0000000000;4908.2812500000;Кемерово;55.354727;86.088374;17130.404111772463000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;260000022092;MEDLAYN;11174386;1;Кемеровская область;Кемерово;улица Кедровый, 14, пом. 5;55.502283;86.160276;"";"";Кемеровский городской округ;"";"";"";Кедровый переулок;9;house;4fd6a92efcb24ece2b6c6c7c9b034723;0bdde21263782ddf84b4535439694518;"";ffa96a52-45a4-4650-bc18-0a8da7034552;1c182fb9-10a5-4085-b2a6-1a0fbb4c2734;housecode;4205262893;НЕ БРЕНД;МЕДЛАЙН;N;Y;5912;Аптеки;Аптеки;Медицина и косметика;POS;"";N;"";1302;418523.7500000000;321.4468125960;Кемерово;55.354727;86.088374;17027.928799972713000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000008798;1000 I ODNA KRUZHKA;20620563;1;Кемеровская область;Кемерово;ул Греческая Деревня, Дом 57А;55.50703;86.110347;"";"";Кемеровский городской округ;"";"";"";улица Греческая Деревня;57А;house;c9366bd75831ad97c80d98c0dac8d653;f05ed5e7c8ae38b3d11cab147d810970;"";cd285074-0ec7-420d-bdc6-5fb710ac2fc0;55871df3-fbec-43dc-884f-bebcb3967fcc;housecode;420501858072;НЕ БРЕНД;1000 И ОДНА КРУЖКА;N;Y;5921;Магазины алкоголя;Магазины алкоголя;Супермаркеты и продуктовые магазины;POS;"";N;"";257;71722.0000000000;279.0739299611;Кемерово;55.354727;86.088374;16996.755230561106000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;003SALEEL000000;PRODUKTY;00740082;1;NULLVALUE;NULLVALUE;650904, KEMEROVO, 22 SLAVYANSKAYA STR.;55.493599;86.197565;"";"";Кемеровский городской округ;"";"";"";Славянская улица;22;house;23823927a32932d9c1b2b99fa291e29b;96054ade8814dd0c433fb3a8a1ece60f;"";"";71c12f6d-4f15-4ece-bece-abd4fd50f1e6;streetcode;NULLVALUE;НЕ БРЕНД;NULLVALUE;N;N;5499;Разные продуктовые магазины и рынки;Разные продуктовые магазины;Супермаркеты и продуктовые магазины;"";"";Y;NULLVALUE;1390;341126.3700000000;245.4146546763;Кемерово;55.354727;86.088374;16914.124773616048000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000002721;KHMELNICA;20198363;1;Кемеровская область;Кемерово;ул Варяжская, Дом 22А;55.498515;86.169313;"";"";Кемеровский городской округ;"";"";"";Варяжская улица;22А;house;41005a0d476318acb2d2ecc4867ad54f;e1f65188230ff38be07b3054cab414f7;"";72d215ce-0173-4b84-b5cf-b30248f66574;ac11fdfb-b7be-4bb7-9d8e-35b82df33e28;housecode;4205352963;НЕ БРЕНД;ХМЕЛЬНИЦА;N;Y;5921;Магазины алкоголя;Магазины алкоголя;Супермаркеты и продуктовые магазины;POS;420501001;N;"";302;87221.8700000000;288.8141390728;Кемерово;55.354727;86.088374;16789.094634896595000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;260000015978;IP KIRYUKHINA N.A.;10161960;1;Кемеровская область;Кемерово;ул Варяжская,  Строение 16;55.498403;86.169744;"";"";Кемеровский городской округ;"";"";"";Варяжская улица;16;house;0a26e6b3783bcb6c6a1765b83007c567;4bb37a2d1aaf07100834bcc511f83d9c;"";d4e6f824-faa1-4b61-8229-e443c7f1da0f;ac11fdfb-b7be-4bb7-9d8e-35b82df33e28;housecode;420520590046;НЕ БРЕНД;ИП КИРЮХИНА Н.А.;N;Y;5331;Универсальные магазины;Всё для дома;Всё для дома;POS;"";N;"";663;230229.5000000000;347.2541478130;Кемерово;55.354727;86.088374;16785.533887088175000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;260000008397;APTEKA ZDRAVSTVUYTE;571254;1;Кемеровская область;Кемерово;"ул Варяжская, Дом 13А   \"\"";55.498745;86.165863;"";"";Кемеровский городской округ;"";"";"";Варяжская улица;13А;house;8564221467d1ee4b2df21f99a38c858a;59767edd84dda5cde6e23b1d140c5465;"";82ad38af-2eb0-419c-a6d6-d0af0e9cde29;ac11fdfb-b7be-4bb7-9d8e-35b82df33e28;housecode;4230013690;НЕ БРЕНД;АПТЕКА ЗДРАВСТВУЙТЕ;N;Y;5912;Аптеки;Аптеки;Медицина и косметика;POS;423001001;N;"";135;49908.4000000000;369.6918518519;Кемерово;55.354727;86.088374;16748.584722564323000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;260000020859;IP IGNATOVA;11059903;1;Кемеровская область;Кемерово;ул Варяжская, Дом 17;55.498051;86.169726;"";"";Кемеровский городской округ;"";"";"";Варяжская улица;17;house;5a968fe3319e15c28566e70543b0798b;0f2565f201b6ac4d4aa589bc6791135d;"";13061fe9-5002-4282-9044-59545fd2ee4b;ac11fdfb-b7be-4bb7-9d8e-35b82df33e28;housecode;420521945005;НЕ БРЕНД;ИП ИГНАТОВА;N;Y;5499;Разные продуктовые магазины и рынки;Разные продуктовые магазины;Супермаркеты и продуктовые магазины;POS;"";N;"";1225;201221.3000000000;164.2622857143;Кемерово;55.354727;86.088374;16747.922825969657000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;0488205785;IP ISMAGILOV S.I.;J205785;1;NULLVALUE;NULLVALUE;650904, KEMEROVO, VARYAZHSKAYA 27;55.497245;86.173328;"";"";Кемеровский городской округ;"";"";"";Варяжская улица;27;house;f91f6d2c1abc3c99bc0ea65bf5ead16a;f79a022ac56704b49ce149fd93003af7;"";3747e092-7fe7-4e3f-b53d-4fed92fc93f5;ac11fdfb-b7be-4bb7-9d8e-35b82df33e28;housecode;NULLVALUE;НЕ БРЕНД;NULLVALUE;N;N;4214;Услуги по грузоперевозке и переездам;Перевозки, доставка, хранение;Поездки, доставка, хранение;"";"";Y;NULLVALUE;42;14000.0000000000;333.3333333333;Кемерово;55.354727;86.088374;16734.087898144353000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000007066;KRYUGER;20504050;1;Кемеровская область;Кемерово;ш Промышленновское, Дом 54а;55.497291;86.169555;"";"";Кемеровский городской округ;"";"";"";Промышленновское шоссе;54А;house;21357edce5e39a10be15945d81746882;3146d89f26f7f81e2ae76ba93ed532b6;"";890be601-23bd-4d3f-bf5c-01ac1ba0e0ab;8700d16f-ab0c-4677-b53a-a702226984a9;housecode;420538874803;Крюгер;КРЮГЕР;N;Y;5921;Магазины алкоголя;Магазины алкоголя;Супермаркеты и продуктовые магазины;POS;"";N;"";500;139953.0200000000;279.9060400000;Кемерово;55.354727;86.088374;16664.175242671510000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;0049216353;UK MEGAPOLIS;J216353;1;NULLVALUE;NULLVALUE;650000, KEMEROVO, UL.PROMSHOSSE,11B;55.4993;86.155847;"";"";Кемеровский городской округ;"";"";"";Промышленновское шоссе;11;house;a59d7f587d73ed17608a894e3c5fe64e;6c1b5775b7cd19929180c1532506acdb;"";"";"";"";NULLVALUE;НЕ БРЕНД;NULLVALUE;N;N;4900;Коммунальные услуги;Коммунальные услуги;Оплата счетов;"";"";Y;NULLVALUE;154;476500.0500000000;3094.1561688312;Кемерово;55.354727;86.088374;16634.670981239160000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000008918;IP AKIMOV;20630159;1;Кемеровская область;Кемерово;ш Промышленновское, 38б;55.497883;86.162108;"";"";Кемеровский городской округ;"";"";"";Промышленновское шоссе;38Б;house;4613bd5c71bb85a1e73023279373308a;a59b2460bf2c6054dcf663316b65f814;"";"";8700d16f-ab0c-4677-b53a-a702226984a9;streetcode;421306937710;НЕ БРЕНД;ИП АКИМОВ;N;Y;5993;Табачные магазины;Табачные магазины;Всё остальное;POS;"";N;"";1850;601141.0000000000;324.9410810811;Кемерово;55.354727;86.088374;16588.882863648220000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;260000013037;BOCHKARI;996664;1;Кемеровская область;Кемерово;"ш Промышленновское,  Строение 38 \"\"";55.498173;86.160285;"";"";Кемеровский городской округ;"";"";"";Промышленновское шоссе;38А;house;3f4edaa9e0dd58d2961e6cfb246036d1;291407133d03f8566ae850a7b9120893;"";c3fb7610-51ce-4957-9a36-55f010950af9;8700d16f-ab0c-4677-b53a-a702226984a9;housecode;4205114609;«Kari» — сеть магазинов обуви и аксессуаров;БОЧКАРИ;N;Y;5331;Универсальные магазины;Всё для дома;Всё для дома;POS;420501001;N;"";866;239208.0700000000;276.2217898383;Кемерово;55.354727;86.088374;16587.989256363642000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;260000025425;IP KONOVA L.I.;11448178;1;Кемеровская область;Кемерово;Ленская, 3а;55.490269;86.196792;"";"";Кемеровский городской округ;"";"";"";Ленская улица;2;house;9436e5848318d37fa3f0969154cb2ab4;922eedb226f9b964b360c11c4010297c;"";995ea9ce-924f-411a-aeb6-caf7ebbe0b3f;54476a8f-b554-4780-880b-d9f8d1d1c74d;housecode;420800079606;НЕ БРЕНД;ИП КОНОВА Л.И.;N;Y;5499;Разные продуктовые магазины и рынки;Разные продуктовые магазины;Супермаркеты и продуктовые магазины;POS;"";N;"";629;187159.5000000000;297.5508744038;Кемерово;55.354727;86.088374;16556.464869347445000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;003SALEEL000001;ELF;00740005;1;NULLVALUE;NULLVALUE;650904, KEMEROVO, 44 PROMYSHLENNOVSKOE HW.;55.491758;86.176921;"";"";Кемеровский городской округ;"";"";"";улица В.П. Додолина;"";street;b7e9c032c7cedb76c7090bcdfe89bf39;2174ac9e7469bab6965d4337beadb823;"";ea29e12c-94f5-4495-bedb-5236b7f2d554;8700d16f-ab0c-4677-b53a-a702226984a9;housecode;NULLVALUE;НЕ БРЕНД;NULLVALUE;N;N;5499;Разные продуктовые магазины и рынки;Разные продуктовые магазины;Супермаркеты и продуктовые магазины;"";"";Y;NULLVALUE;1187;312928.1100000000;263.6294102780;Кемерово;55.354727;86.088374;16233.957907849503000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;260000025257;IP KONOVA L.I.;11436454;1;Кемеровская область;Кемерово;А.Невского, 31;55.48626;86.196621;"";"";Кемеровский городской округ;"";"";"";улица Александра Невского;31;house;b91dc293302c77fa898d6fd1ff7cfcf7;922eedb226f9b964b360c11c4010297c;"";92bd7124-664e-481f-819a-9a8624b2f1ed;243281fc-c96d-40e0-abec-cca360db04d5;housecode;420800079606;НЕ БРЕНД;ИП КОНОВА Л.И.;N;Y;5499;Разные продуктовые магазины и рынки;Разные продуктовые магазины;Супермаркеты и продуктовые магазины;POS;"";N;"";756;185985.5000000000;246.0125661376;Кемерово;55.354727;86.088374;16147.064057028598000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000000962;IP KOZHEMYAKO E.M.;20064545;1;Кемеровская область;Кемерово;улица Дозорная, 38;55.473735;86.150457;"";"";Кемеровский городской округ;"";"";поселок Петровский;Дозорная улица;38;house;d800426e5a25537ed34ff9ca055f1cad;474638f7d0373304e94df3793aa18f88;"";6c4ce966-49c8-49a0-a209-0e250dfd086d;8163f1e8-5485-4329-b71e-4b5f060be6f7;housecode;420511679386;НЕ БРЕНД;ИП КОЖЕМЯКО Е.М.;N;Y;5499;Разные продуктовые магазины и рынки;Разные продуктовые магазины;Супермаркеты и продуктовые магазины;POS;"";N;"";1616;468923.5000000000;290.1754331683;Кемерово;55.354727;86.088374;13804.971186285204000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000009644;IP SHUMILIN;20690371;1;Кемеровская область;Кемерово;ул Янтарная,  дом 1/1;55.429139;86.24187;"";"";Кемеровский городской округ;"";"";жилой район Лесная Поляна;Янтарная улица;1;house;4b6922d9481c534dab51a7c6da84f717;01ef4cd5cc6b431151c6cb5f14f31e34;"";"";596c6bb3-99dc-43dd-9478-b5c03b3b76f2;streetcode;420900066209;НЕ БРЕНД;ИП ШУМИЛИН;N;Y;5331;Универсальные магазины;Всё для дома;Всё для дома;POS;"";N;"";112;48614.3700000000;434.0568750000;Кемерово;55.354727;86.088374;12748.589018627243000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;240060191;ROSCVETTORG;W0041066;1;NULLVALUE;NULLVALUE;650071, KEMEROVO, ULICA LESNAYA POLYANA PR KT VESENNIJ  15;55.423484;86.245121;"";"";Кемеровский городской округ;"";"";"";Весенний проспект;9/1;house;c17c974b06130642cf9450be04d3a85f;2da683b3101d595fd2abd053501d1c65;"";"";"";"";NULLVALUE;НЕ БРЕНД;NULLVALUE;N;N;5992;Магазины цветов;Магазины цветов;Всё остальное;"";"";Y;NULLVALUE;309;285912.0000000000;925.2815533981;Кемерово;55.354727;86.088374;12511.975614915233000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;9903726041;"\"SCHASTE EST\"";77269446;1;Кемеровская область;Кемерово;б-р Кедровый, Дом 14;55.429813;86.232904;"";"";Кемеровский городской округ;"";"";жилой район Лесная Поляна;Кедровый бульвар;14;house;ff7928604f1d5bf49dd917be60028989;974e5b3fd23307a5f1bf1c5c468d7c4c;"";ffa96a52-45a4-4650-bc18-0a8da7034552;1c182fb9-10a5-4085-b2a6-1a0fbb4c2734;housecode;"";НЕ БРЕНД;"";N;N;5462;Булочные;Разные продуктовые магазины;Супермаркеты и продуктовые магазины;"";"";N;"";295;92827.2400000000;314.6686101695;Кемерово;55.354727;86.088374;12373.685911366720000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000017854;UK SOLNECHNAYA;21363497;1;Кемеровская область;Кемерово;ул Молодежная, Дом 17;55.424618;86.231431;"";"";Кемеровский городской округ;"";"";"";Молодежная улица;17;house;59581846b66b7c8f2a95b997cccc453f;6266d6f6613baff02a401cc13c6f27f1;"";64355ee1-1c84-4e3d-ab2d-298c8ce7d68c;a551c672-3c53-4a95-891f-d77df873b6a0;housecode;4205336009;НЕ БРЕНД;УК СОЛНЕЧНАЯ;N;Y;4900;Коммунальные услуги;Коммунальные услуги;Оплата счетов;POS;420501001;N;"";47;125768.3900000000;2675.9231914894;Кемерово;55.354727;86.088374;11921.025748204510000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000025071;KOTOPES;22052944;1;Кемеровская область;Кемерово;пр-кт Весенний, Дом 5;55.419662;86.238088;"";"";Кемеровский городской округ;"";"";"";Весенний проспект;5;house;28df8d4969611e553535f385cb6f21dd;39402be14d2798ce68b8034f09af3198;"";7f1f20e3-ba40-4758-960e-20d6d696bcaf;d2c37244-efa7-49cc-9a6e-37808d81b110;housecode;"";Котопёс;"";N;N;5995;Зоомагазины;Всё для домашних животных;Дети и животные;"";"";N;"";4;3123.9200000000;780.9800000000;Кемерово;55.354727;86.088374;11901.020322716238000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;400000000038713;LISTVA;40047370;1;NULLVALUE;NULLVALUE;650001, KEMEROVO, SCHEGLOVSKAYA STR, 30A;55.419968;86.237351;"";"";Кемеровский городской округ;"";"";жилой район Лесная Поляна;Щегловская улица;30А;house;fa0d91a8f9f95a2d99f2c6a9ad57a73d;7e916b8a05d8079a41eace3e436991ca;"";f5e0a6db-4ce2-4da6-86c1-ef2996c0835d;6bfdd806-4734-4667-a53c-13ff4f887287;housecode;"";НЕ БРЕНД;"";N;N;5992;Магазины цветов;Магазины цветов;Всё остальное;"";"";N;"";91;107642.9800000000;1182.8898901099;Кемерово;55.354727;86.088374;11884.767153643019000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;991000012395;WILDBERRIES;21068938;1;"";Кемерово;пр-кт Весенний, Дом 6;55.419054;86.238258;"";"";Кемеровский городской округ;"";"";"";Весенний проспект;6;house;dc5363fe4ba23fc979facab1f57ff1b0;"";"";366a6e5e-eb99-45b3-8891-e523d34ad620;d2c37244-efa7-49cc-9a6e-37808d81b110;housecode;7721546864;Wildberries;WILDBERRIES;Y;Y;5691;Магазины мужской и женской одежды;Одежда и аксессуары;Одежда, обувь и аксессуары;POS;500301001;N;"";72;161261.0000000000;2239.7361111111;Кемерово;55.354727;86.088374;11868.727457422280000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000022649;MOJ STANDART;21839131;1;Кемеровская область;Кемерово;пр-кт В.В.Михайлова, Дом 3б корпус 1;55.428373;86.223948;"";"";Кемеровский городской округ;"";"";жилой район Лесная Поляна;проспект Михайлова;3Бк1;house;6e5dc3c4e200223298a824a78f8378dc;12784d949e15bf5ee931de64c553377d;"";"";e4323c56-5f4b-483f-91af-366c46e78b7d;streetcode;4205187276;НЕ БРЕНД;МОЙ СТАНДАРТ;N;Y;7542;Автомойки;Продажа и обслуживание личного транспорта;Личный транспорт;POS;420501001;N;"";77;52328.0000000000;679.5844155844;Кемерово;55.354727;86.088374;11851.170022264843000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;260000023634;SHKOLA FRIENDS;11314911;1;Кемеровская область;Кемерово;пр-кт Весенний, 4 кв. 27;55.419038;86.236165;"";"";Кемеровский городской округ;"";"";"";Весенний проспект;4;house;b3a0e15d9e353dd3c475d107acb86033;"";"";78cce070-d10b-4c90-9375-3a6f96b6c7dc;d2c37244-efa7-49cc-9a6e-37808d81b110;housecode;422371817446;НЕ БРЕНД;ШКОЛА FRIENDS;Y;Y;8299;Обучение – другое;Образовательные услуги;Всё остальное;INT;"";N;"";92;274715.0000000000;2986.0326086957;Кемерово;55.354727;86.088374;11762.410041286290000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;240057554;FLORA-SAD;Y0038500;0;NULLVALUE;NULLVALUE;650071, KEMEROVO, MIKRORAJON LESNAYA POLYANA  1;55.41933;86.232752;"";"";Кемеровский городской округ;"";"";жилой район Лесная Поляна;"";"";district;f0e35eddea7926fab3362538438c7bd5;4dd64c7b16a35fd50172989481d6c51c;"";"";"";"";NULLVALUE;НЕ БРЕНД;NULLVALUE;N;N;5992;Магазины цветов;Магазины цветов;Всё остальное;"";"";Y;NULLVALUE;149;133009.6400000000;892.6821476510;Кемерово;55.354727;86.088374;11612.016749620510000000;medium
2020-04-01;Сибирский федеральный округ;Кемеровская область;Кемерово;KEMEROVO;261000014243;MYASOED;21090061;1;Кемеровская область;Кемерово;б-р Осенний, 1;55.420071;86.231072;"";"";Кемеровский городской округ;"";"";жилой район Лесная Поляна;Осенний бульвар;1;house;aeb8debab33ddbea21faf673e0c0b9b7;d4d66680bc0641418a018746347c2c1e;"";edfd3bfe-b862-4a71-aba2-0d8921a38ed8;4a7cc638-a396-4616-a0f9-164ef23f71cd;housecode;422923332362;"";МЯСОЕД;N;Y;5499;Разные продуктовые магазины и рынки;Разные продуктовые магазины;Супермаркеты и продуктовые магазины;POS;"";N;"";427;230790.0000000000;540.4918032787;Кемерово;55.354727;86.088374;11580.306805909451000000;medium
